Name,Coefficients
region_id,0.005809463166257648
has_visit,0.1772355627304715
has_kahun,0.18903161166409352
has_mrkun,0.9999999999999011
~202010_ave,1.2625972460758377
~202110_ave,1.2697556056756258
~202004_ave,1.3021221122894893
~202104_ave,1.3137976623078977
~202204_ave,1.4020014348593397
dr_count,3.781114070199897
send_count,4.660139466857756
read_count,5.6651275346082315
