region,has_kahun,dr_count,send_count,read_count,has_mrkun,has_visit
北海道,1.0,11.704634721131185,136.77533385703063,57.107619795758055,0.5082482325216026,0.24351924587588375
東北,1.0,7.079510703363915,85.90782000873745,34.397990388816076,0.36478811708169506,0.21188291830493666
関東,1.0,14.15069936769496,160.28281279938685,65.15386089289136,0.431308679823721,0.2668135658172064
中部,1.0,8.681532416502947,103.65127701375246,42.32986247544204,0.39135559921414537,0.24282907662082515
近畿,1.0,7.394550601556971,91.07112526539278,38.11518046709129,0.39985845718329793,0.21390658174097665
中国,1.0,9.915188230203375,116.9818260493293,47.02726092600606,0.41756815231501515,0.18649935093033318
四国,1.0,12.039473684210526,135.88651315789474,55.85197368421053,0.43667763157894735,0.19490131578947367
九州,1.0,8.821739130434782,105.11763285024155,43.55507246376811,0.4140096618357488,0.17246376811594202
