region,has_kahun,dr_count,send_count,read_count,has_mrkun,has_visit
北海道,0.0,1.0786026200873362,23.695778748180494,10.481804949053858,0.27510917030567683,0.22125181950509462
東北,0.0,1.0582665695557174,19.16096139839767,7.920611798980335,0.20757465404224326,0.17407137654770574
関東,0.0,1.0373095112979507,19.97320021019443,7.711858469083903,0.21282186022070415,0.21124540199684708
中部,0.0,1.0178511283260356,20.128999663186256,8.36005389019872,0.22802290333445605,0.20040417649040082
近畿,0.0,1.05893536121673,21.01362484157161,8.637515842839036,0.23542458808618505,0.1603295310519645
中国,0.0,1.0688259109311742,22.611336032388664,8.953846153846154,0.24777327935222673,0.16761133603238867
四国,0.0,1.2934362934362935,25.37837837837838,9.916988416988417,0.27606177606177607,0.20270270270270271
九州,0.0,1.0349740932642486,20.674870466321245,7.939550949913644,0.21545768566493956,0.13126079447322972
