Name,R_squared
has_kahun,0.06344555859434808
has_visit,0.07603231788295894
~202204_ave,0.08578309163802378
~202010_ave,0.08687284514005111
~202110_ave,0.0869347707637802
~202004_ave,0.08726106593176852
~202104_ave,0.08740472863223037
region_id,0.09915915186994484
dr_count,0.19383533879323744
send_count,0.3579455287576606
read_count,0.5103138316422624
