Name,R_squared
region_id,0.0013353960798522246
has_kahun,0.0018299914284308771
dr_count,0.008858850377984284
has_mrkun,0.00928683079330983
send_count,0.009479455283483373
read_count,0.010596291427409033
has_visit,0.0723656225874536
~202010_ave,0.9486778487806146
~202110_ave,0.9499435619571135
~202004_ave,0.9539548483107557
~202104_ave,0.9545229942270502
