0,0
0.01,0
0.02,0.467
0.03,0.462
0.04,0.457
0.05,0.452
0.06,0.448
0.07,0.443
0.08,0.438
0.09,0.434
0.1,0.429
0.11,0.424
0.12,0.42
0.13,0.415
0.14,0.411
0.15,0.406
0.16,0.402
0.17,0.398
0.18,0.393
0.19,0.389
0.2,0.385
0.21,0.381
0.22,0.377
0.23,0.373
0.24,0.369
0.25,0.365
0.26,0.361
0.27,0.357
0.28,0.353
0.29,0.349
0.3,0.345
0.31,0.342
0.32,0.338
0.33,0.334
0.34,0.331
0.35,0.327
0.36,0.324
0.37,0.32
0.38,0.317
0.39,0.313
0.4,0.31
0.41,0.307
0.42,0.304
0.43,0.3
0.44,0.297
0.45,0.294
0.46,0.291
0.47,0.288
0.48,0.285
0.49,0.282
0.5,0.279
0.51,0.276
0.52,0.273
0.53,0.271
0.54,0.268
0.55,0.265
0.56,0.263
0.57,0.26
0.58,0.257
0.59,0.255
0.6,0.252
0.61,0.25
0.62,0.247
0.63,0.245
0.64,0.242
0.65,0.24
0.66,0.238
0.67,0.235
0.68,0.233
0.69,0.231
0.7,0.228
0.71,0.226
0.72,0.224
0.73,0.222
0.74,0.219
0.75,0.217
0.76,0.215
0.77,0.213
0.78,0.211
0.79,0.208
0.8,0.206
0.81,0.204
0.82,0.202
0.83,0.2
0.84,0.197
0.85,0.195
0.86,0.193
0.87,0.191
0.88,0.189
0.89,0.187
0.9,0.185
0.91,0.183
0.92,0.181
0.93,0.179
0.94,0.177
0.95,0.175
0.96,0.173
0.97,0.171
0.98,0.17
0.99,0.168
1,0.166
1.01,0.164
1.02,0.162
1.03,0.16
1.04,0.159
1.05,0.157
1.06,0.155
1.07,0.154
1.08,0.152
1.09,0.15
1.1,0.149
1.11,0.147
1.12,0.146
1.13,0.144
1.14,0.143
1.15,0.141
1.16,0.14
1.17,0.138
1.18,0.137
1.19,0.135
1.2,0.134
1.21,0.132
1.22,0.131
1.23,0.13
1.24,0.128
1.25,0.127
1.26,0.126
1.27,0.124
1.28,0.123
1.29,0.122
1.3,0.121
1.31,0.119
1.32,0.118
1.33,0.117
1.34,0.116
1.35,0.115
1.36,0.114
1.37,0.113
1.38,0.111
1.39,0.11
1.4,0.109
1.41,0.108
1.42,0.107
1.43,0.106
1.44,0.105
1.45,0.104
1.46,0.103
1.47,0.102
1.48,0.101
1.49,0.1
1.5,0.099
1.51,0.098
1.52,0.097
1.53,0.096
1.54,0.095
1.55,0.094
1.56,0.093
1.57,0.092
1.58,0.091
1.59,0.09
1.6,0.089
1.61,0.088
1.62,0.087
1.63,0.086
1.64,0.085
1.65,0.084
1.66,0.083
1.67,0.082
1.68,0.081
1.69,0.08
1.7,0.079
1.71,0.078
1.72,0.077
1.73,0.076
1.74,0.075
1.75,0.074
1.76,0.073
1.77,0.072
1.78,0.071
1.79,0.07
1.8,0.069
1.81,0.069
1.82,0.068
1.83,0.067
1.84,0.066
1.85,0.065
1.86,0.064
1.87,0.064
1.88,0.063
1.89,0.062
1.9,0.061
1.91,0.06
1.92,0.06
1.93,0.059
1.94,0.058
1.95,0.057
1.96,0.057
1.97,0.056
1.98,0.055
1.99,0.055
2,0.054
2.01,0.053
2.02,0.053
2.03,0.052
2.04,0.052
2.05,0.051
2.06,0.05
2.07,0.05
2.08,0.049
2.09,0.048
2.1,0.048
2.11,0.047
2.12,0.047
2.13,0.046
2.14,0.046
2.15,0.045
2.16,0.045
2.17,0.044
2.18,0.044
2.19,0.044
2.2,0.043
2.21,0.043
2.22,0.042
2.23,0.042
2.24,0.042
2.25,0.041
2.26,0.041
2.27,0.04
2.28,0.04
2.29,0.04
2.3,0.039
2.31,0.039
2.32,0.038
2.33,0.038
2.34,0.037
2.35,0.037
2.36,0.037
2.37,0.036
2.38,0.036
2.39,0.035
2.4,0.035
2.41,0.034
2.42,0.034
2.43,0.033
2.44,0.033
2.45,0.032
2.46,0.032
2.47,0.032
2.48,0.031
2.49,0.031
2.5,0.03
2.51,0.03
2.52,0.029
2.53,0.029
2.54,0.028
2.55,0.028
2.56,0.028
2.57,0.027
2.58,0.027
2.59,0.026
2.6,0.026
2.61,0.026
2.62,0.025
2.63,0.025
2.64,0.025
2.65,0.024
2.66,0.024
2.67,0.023
2.68,0.023
2.69,0.023
2.7,0.022
2.71,0.022
2.72,0.022
2.73,0.021
2.74,0.021
2.75,0.02
2.76,0.02
2.77,0.02
2.78,0.019
2.79,0.019
2.8,0.018
2.81,0.018
2.82,0.018
2.83,0.017
2.84,0.017
2.85,0.016
2.86,0.016
2.87,0.016
2.88,0.015
2.89,0.015
2.9,0.014
2.91,0.014
2.92,0.014
2.93,0.013
2.94,0.013
2.95,0.013
2.96,0.013
2.97,0.012
2.98,0.012
2.99,0.012
3,0.011
3.01,0.011
3.02,0.011
3.03,0.01
3.04,0.01
3.05,0.01
3.06,0.009
3.07,0.009
3.08,0.008
3.09,0.008
3.1,0.007
3.11,0.007
3.12,0.007
3.13,0.006
3.14,0.006
3.15,0.005
3.16,0.005
3.17,0.004
3.18,0.004
3.19,0.004
3.2,0.003
3.21,0.003
3.22,0.002
3.23,0.002
3.24,0.002
3.25,0.001
3.26,0.001
3.27,0.001
3.28,0
3.29,0
3.3,0
3.31,-0.001
3.32,-0.001
3.33,-0.001
3.34,-0.001
3.35,-0.002
3.36,-0.002
3.37,-0.002
3.38,-0.002
3.39,-0.003
3.4,-0.003
3.41,-0.003
3.42,-0.003
3.43,-0.004
3.44,-0.004
3.45,-0.004
3.46,-0.004
3.47,-0.005
3.48,-0.005
3.49,-0.005
3.5,-0.006
3.51,-0.006
3.52,-0.006
3.53,-0.006
3.54,-0.007
3.55,-0.007
3.56,-0.007
3.57,-0.007
3.58,-0.007
3.59,-0.008
3.6,-0.008
3.61,-0.008
3.62,-0.008
3.63,-0.008
3.64,-0.008
3.65,-0.008
3.66,-0.009
3.67,-0.009
3.68,-0.009
3.69,-0.009
3.7,-0.009
3.71,-0.009
3.72,-0.009
3.73,-0.009
3.74,-0.009
3.75,-0.01
3.76,-0.01
3.77,-0.01
3.78,-0.01
3.79,-0.01
3.8,-0.01
3.81,-0.01
3.82,-0.011
3.83,-0.011
3.84,-0.011
3.85,-0.011
3.86,-0.011
3.87,-0.011
3.88,-0.011
3.89,-0.012
3.9,-0.012
3.91,-0.012
3.92,-0.012
3.93,-0.012
3.94,-0.012
3.95,-0.013
3.96,-0.013
3.97,-0.013
3.98,-0.013
3.99,-0.013
4,-0.013
4.01,-0.013
4.02,-0.013
4.03,-0.013
4.04,-0.013
4.05,-0.013
4.06,-0.013
4.07,-0.013
4.08,-0.013
4.09,-0.013
4.1,-0.013
4.11,-0.013
4.12,-0.013
4.13,-0.013
4.14,-0.013
4.15,-0.013
4.16,-0.013
4.17,-0.013
4.18,-0.013
4.19,-0.013
4.2,-0.013
4.21,-0.013
4.22,-0.013
4.23,-0.013
4.24,-0.013
4.25,-0.013
4.26,-0.014
4.27,-0.014
4.28,-0.014
4.29,-0.014
4.3,-0.014
4.31,-0.014
4.32,-0.014
4.33,-0.015
4.34,-0.015
4.35,-0.015
4.36,-0.015
4.37,-0.015
4.38,-0.015
4.39,-0.016
4.4,-0.016
4.41,-0.016
4.42,-0.016
4.43,-0.016
4.44,-0.016
4.45,-0.016
4.46,-0.017
4.47,-0.017
4.48,-0.017
4.49,-0.017
4.5,-0.017
4.51,-0.017
4.52,-0.017
4.53,-0.018
