    0 80940.2500
    1    39.6801
    2   106.7784
    3    58.7808
    4   164.5025
    5    35.4054
    6    28.8200
    7    20.1951
    8    23.1223
    9    17.5278
   10    26.9614
   11    23.1577
   12    32.9794
   13     1.6197
   14    17.9372
   15    80.8265
   16    31.5207
   17    15.1055
   18    12.4354
   19     8.4463
   20   103.7797
   21     0.2500
   22     1.8024
   23    71.8537
   24    50.6339
   25   131.6646
   26    20.0105
   27    29.0368
   28    66.8677
   29  2272.4207
   30   638.4593
   31   308.4184
   32   308.4184
   33   638.4593
   34  2272.4207
   35    66.8677
   36    29.0368
   37    20.0105
   38   131.6646
   39    50.6339
   40    71.8537
   41     1.8024
   42     0.2500
   43   103.7797
   44     8.4463
   45    12.4354
   46    15.1055
   47    31.5207
   48    80.8265
   49    17.9372
   50     1.6197
   51    32.9794
   52    23.1577
   53    26.9614
   54    17.5278
   55    23.1223
   56    20.1951
   57    28.8200
   58    35.4054
   59   164.5025
   60    58.7808
   61   106.7784
   62    39.6801
