   0.000    0.000
  53.267   15.734
  58.248    1.143
  95.529    3.694
   7.742    3.184
  25.748    9.240
  85.125    4.664
  35.383    7.753
  50.124   11.354
  83.212    5.996
  11.121    3.527
  24.250    6.960
  24.338   18.161
   2.875    6.852
  44.676   13.822
  58.333    5.379
  29.121   14.930
  40.303   14.427
  20.344   10.909
  11.457    8.226
  33.549   15.086
  87.377    7.489
  46.977   16.161
  72.259   17.416
  41.887    5.233
  69.036   16.157
  47.948    9.277
  99.799   19.129
  91.369    2.047
  38.044   19.729
  66.875    6.236
 100.000   20.000
