   0.000    0.000
  11.457    8.226
  20.344   10.909
  24.338   18.161
  87.377    7.489
  99.799   19.129
  38.044   19.729
  91.369    2.047
  72.259   17.416
  69.036   16.157
  33.549   15.086
  29.121   14.930
   2.875    6.852
  53.267   15.734
  66.875    6.236
  44.676   13.822
  11.121    3.527
  40.303   14.427
  83.212    5.996
   7.742    3.184
  58.333    5.379
  50.124   11.354
  41.887    5.233
  47.948    9.277
  35.383    7.753
  46.977   16.161
  25.748    9.240
  24.250    6.960
  95.529    3.694
  85.125    4.664
  58.248    1.143
 100.000   20.000
