   0.000    0.000
  11.121    3.527
  41.887    5.233
  35.383    7.753
  38.044   19.729
  25.748    9.240
  50.124   11.354
  44.676   13.822
  69.036   16.157
  85.125    4.664
  83.212    5.996
  29.121   14.930
  47.948    9.277
  58.333    5.379
  53.267   15.734
  40.303   14.427
  20.344   10.909
  58.248    1.143
  99.799   19.129
  91.369    2.047
  95.529    3.694
  24.338   18.161
  11.457    8.226
   2.875    6.852
  24.250    6.960
  46.977   16.161
  33.549   15.086
   7.742    3.184
  66.875    6.236
  87.377    7.489
  72.259   17.416
 100.000   20.000
