   2.510    5.618    8.676
   3.100    8.788    9.227
   1.757    6.271    9.695
   4.774    3.765    7.028
   5.776    9.126    2.256
   0.857    6.736    9.465
   3.696    6.998    1.056
   5.117    3.231    6.175
   2.932    7.877    8.539
   2.096    4.786    0.144
   8.605    0.504    4.861
   8.846    8.296    0.859
   2.993    5.805    6.036
   7.751    4.591    4.246
   0.922    6.002    1.509
   0.230    2.815    6.599
   4.027    2.580    0.475
   2.412    8.843    4.917
   3.795    8.678    7.725
   5.017    1.996    0.772
   6.203    0.635    7.502
   6.353    9.307    6.851
   0.141    2.018    4.982
   1.593    8.431    8.171
   8.153    3.968    5.731
   4.751    7.937    1.623
   6.473    8.281    1.607
   3.814    8.584    0.132
   7.356    9.267    7.081
   5.030    7.318    2.419
   0.360    9.829    7.626
   9.851    0.970    5.214
   0.286    3.137    4.508
   8.970    7.605    0.041
   4.467    8.202    6.627
   5.101    8.354    3.332
   5.291    3.880    2.745
   0.270    0.939    8.269
   9.499    2.573    5.775
   5.644    7.322    0.929
   0.974    7.364    7.037
   4.778    9.953    8.627
   8.010    0.573    8.204
   5.009    3.915    8.110
   5.348    9.725    6.765
   1.894    0.180    7.454
   1.645    6.580    6.940
   3.142    7.926    0.419
   2.872    7.675    3.341
   5.436    9.185    5.693
   2.278    8.261    6.999
   4.105    4.533    4.860
   2.457    5.568    7.026
   5.961    8.054    2.503
   8.986    3.595    1.660
   4.679    1.443    4.813
   3.040    6.826    0.200
   2.815    5.772    9.880
   1.763    0.639    3.741
   6.856    5.490    3.853
   7.730    3.239    4.065
   8.309    2.615    8.396
   0.677    9.785    9.347
   6.219    1.335    9.658
   6.213    7.060    2.005
   3.477    4.294    6.250
   9.843    7.456    6.939
   6.158    0.163    3.435
   1.124    4.037    2.638
   3.317    7.933    6.390
   1.184    5.181    2.237
   3.653    8.345    4.044
   6.994    9.208    5.938
   8.643    9.137    0.175
   0.028    7.188    3.812
   3.192    5.105    8.021
   2.841    1.756    3.565
   7.381    1.126    1.029
   5.039    1.165    9.666
   3.574    0.566    3.428
   6.261    5.971    2.229
   5.781    4.236    0.147
   2.654    0.632    8.002
   6.074    8.052    6.066
   8.381    1.939    1.546
   7.968    2.695    0.738
   3.845    9.470    9.086
   4.602    5.876    1.424
   8.054    0.393    5.669
   8.265    8.559    5.399
   3.704    9.100    6.158
   2.523    9.208    8.061
   9.051    1.643    5.445
   6.108    2.100    8.555
   1.306    8.583    0.340
   7.196    7.509    9.764
   2.205    2.876    1.073
   3.671    7.659    9.268
   6.821    0.593    5.002
   1.937    9.082    2.245
   2.324    6.851    8.372
   1.557    1.025    5.499
   5.931    9.466    9.601
   2.820    9.525    3.454
   2.423    5.889    4.649
   3.132    7.217    7.221
   0.748    4.369    8.775
   7.824    2.220    9.623
   3.393    9.753    7.938
   5.996    8.655    7.904
   3.849    7.254    8.303
   6.070    9.783    8.365
   5.903    6.749    7.811
   3.287    6.325    8.038
   4.120    4.794    7.246
   4.207    1.489    7.233
   3.973    6.709    5.836
   1.069    8.711    1.490
   6.669    5.379    6.381
   1.570    6.235    8.530
   6.538    1.579    4.175
   5.326    1.206    6.645
   1.970    9.280    9.834
   5.462    8.616    1.083
   7.556    8.262    6.521
