   6.310    6.983    7.392
   3.591    6.240    9.466
   4.855    5.930    9.756
   0.551    1.583    5.950
   3.949    8.498    2.022
   9.732    4.940    9.434
   3.921    6.289    5.077
   4.461    4.652    7.714
   4.635    9.197    0.476
   9.716    5.114    3.243
   8.619    1.147    1.167
   0.573    5.856    2.620
   2.826    2.780    2.127
   9.584    2.385    4.528
   4.153    6.600    0.414
   8.853    4.787    6.000
   3.036    0.038    5.095
   2.923    8.262    4.177
   4.387    7.894    7.382
   5.365    0.915    3.763
   3.192    0.385    8.238
   5.458    2.965    8.160
   0.421    4.597    3.922
   1.211    6.232    7.693
   9.819    2.323    5.764
   4.179    0.513    4.913
   2.854    8.266    9.781
   9.039    1.206    0.247
   4.922    2.519    9.355
   1.888    5.123    3.878
   9.912    0.301    8.289
   0.417    0.543    1.660
   9.440    0.543    0.783
   0.797    3.048    3.769
   4.495    7.376    4.477
   1.975    1.106    3.325
   8.703    8.205    3.304
   1.067    5.264    3.312
   4.077    9.824    8.534
   2.572    1.179    0.626
   9.215    5.773    3.804
   3.752    8.130    9.233
   4.607    1.671    0.546
   1.421    0.953    6.622
   3.591    6.678    8.285
   4.260    7.859    0.268
   2.430    6.723    7.653
   3.018    1.417    4.735
   3.933    9.447    4.291
   3.329    9.053    5.152
   3.958    5.065    8.435
   5.825    3.849    7.644
   5.001    6.013    7.721
   5.169    1.288    9.714
   2.508    5.248    7.480
   1.091    9.259    8.308
   3.061    0.042    0.886
   0.770    5.724    9.553
   4.079    8.418    3.711
   0.894    2.394    4.626
   3.845    3.177    3.032
   2.552    9.053    0.731
   6.030    7.516    0.573
   3.269    6.326    4.027
   3.846    5.105    5.378
   3.135    0.592    2.013
   2.241    0.154    4.247
   9.992    1.713    9.889
   1.256    2.185    3.458
   2.587    7.570    6.757
   7.518    4.288    9.838
   5.316    9.693    1.412
   3.179    9.268    8.665
   7.714    2.738    6.754
   7.904    4.516    2.786
   4.814    8.185    8.716
   2.711    9.714    5.970
   2.928    9.494    3.933
   6.044    1.307    3.145
   2.332    9.664    7.191
   1.604    3.300    5.101
   8.768    2.056    5.848
   5.917    3.089    0.590
   3.707    8.699    6.111
   7.195    2.139    0.665
   5.710    3.009    1.685
   6.491    1.873    7.522
   5.805    7.844    9.117
   4.417    7.699    5.543
   3.843    9.851    7.378
   3.455    7.930    5.158
   3.319    7.628    7.658
   6.154    1.317    5.005
   3.785    1.714    2.320
   4.374    9.531    1.940
   6.559    1.874    8.580
   6.200    1.544    1.085
   3.626    9.007    0.380
   4.446    1.426    4.253
   4.670    2.640    2.027
   5.674    6.380    5.196
   8.799    0.152    7.361
   4.901    9.055    9.436
   5.304    7.997    6.485
   1.651    8.302    5.226
   1.541    4.724    7.097
   0.846    0.906    3.340
   7.299    2.896    8.354
   2.457    8.247    7.558
   5.725    2.503    5.550
   3.664    7.796    6.532
   3.501    8.834    7.191
   5.082    9.159    5.989
   6.335    2.415    2.498
   2.544    0.528    6.660
   3.206    7.069    0.208
   1.808    6.171    6.673
   4.257    6.887    6.123
   6.124    2.231    3.875
   1.659    4.338    0.914
   6.928    1.793    6.365
   0.637    7.600    7.470
   3.303    6.524    6.958
   2.789    7.879    8.623
   5.372    6.930    6.681
