   3.583    6.172    8.552
   3.477    8.784    9.433
   1.280    5.614    0.829
   4.292    3.722    6.622
   5.505    8.837    3.059
   0.947    7.352    9.597
   4.309    7.162    1.478
   5.448    3.091    5.929
   3.318    7.963    8.641
   3.041    4.976    0.234
   8.500    0.929    4.284
   8.500    7.581    0.697
   3.204    5.797    6.507
   7.481    4.455    4.615
   0.111    6.270    1.114
   9.513    2.877    7.067
   4.125    2.331    1.320
   2.616    9.304    4.568
   4.291    8.615    7.208
   4.838    1.516    1.271
   5.913    0.798    7.556
   5.864    9.960    6.720
   0.293    2.345    5.554
   1.572    8.499    8.356
   8.219    3.664    5.151
   4.672    8.419    1.833
   6.243    8.496    1.191
   5.019    8.941    9.685
   7.222    9.250    7.191
   4.849    7.063    2.359
   0.633    0.777    7.779
   9.787    1.249    5.303
   0.592    3.218    4.866
   9.533    7.113    9.410
   4.428    7.901    6.559
   4.441    8.061    2.875
   5.298    3.100    2.782
   0.292    1.217    8.791
   9.367    2.464    6.082
   5.274    7.548    1.193
   0.667    7.363    6.936
   4.649    9.136    8.062
   7.479    0.911    9.661
   4.282    3.186    7.724
   4.483    9.548    6.807
   1.952    9.701    7.779
   1.966    6.347    6.749
   3.282    8.108    1.368
   3.075    7.888    3.166
   5.307    9.304    5.813
   2.052    7.901    7.168
   3.794    4.443    5.114
   2.200    5.809    7.914
   5.781    7.835    2.076
   9.766    3.626    0.846
   4.133    1.719    5.081
   2.588    6.824    0.797
   2.322    5.708    9.603
   1.067    0.838    3.977
   7.311    5.574    4.080
   7.443    3.256    4.232
   7.734    2.360    8.098
   0.951    9.075    8.964
   5.904    1.107    0.157
   6.676    7.416    1.575
   2.642    4.899    6.943
   0.059    8.542    6.703
   6.788    9.096    2.873
   1.894    3.869    3.616
   3.055    7.661    6.117
   1.134    5.921    1.727
   3.194    8.314    4.178
   7.149    8.721    6.085
   9.062    8.117    9.623
   9.797    6.547    4.103
   3.209    5.187    7.722
   2.898    1.417    4.001
   6.816    1.185    1.175
   5.288    0.789    8.938
   3.661    0.665    3.899
   7.379    5.632    2.720
   4.648    4.166    0.144
   3.413    0.798    7.880
   5.777    8.237    6.269
   8.110    2.148    0.998
   7.323    2.849    0.394
   4.103    9.869    9.309
   3.772    5.672    0.724
   7.668    0.489    5.784
   8.007    8.833    5.229
   3.640    8.633    5.968
   2.897    8.444    7.576
   8.730    1.090    5.885
   6.660    1.807    8.729
   1.165    8.751    0.662
   7.093    7.797    0.005
   0.897    2.360    2.038
   3.117    7.803    0.079
   7.595    0.012    4.776
   2.085    9.073    2.314
   2.911    7.005    8.260
   1.347    1.460    5.087
   5.450    9.534    8.957
   3.729    9.527    4.189
   2.498    6.542    4.607
   2.878    7.253    7.250
   1.350    4.374    8.758
   7.831    2.515    9.409
   3.581    9.602    8.349
   5.678    8.634    7.370
   3.866    7.286    7.814
   5.624    9.603    7.684
   5.248    6.719    7.707
   3.298    6.258    7.568
   4.433    4.315    7.842
   4.451    1.446    7.837
   3.755    6.727    6.163
   1.746    7.963    1.617
   5.404    4.793    5.893
   1.227    6.085    9.258
   7.013    1.328    4.669
   6.291    1.569    6.170
   2.070    9.247    9.555
   5.201    8.892    0.704
   7.846    8.309    6.864
