   3.181    6.242    6.087
   6.779    6.471    0.921
   8.497    8.613    9.626
   2.156    7.973    4.502
   2.795    1.043    7.760
   0.961    6.074    8.652
   5.957    7.721    5.785
   2.171    4.002    5.442
   6.291    9.408    0.647
   0.996    7.977    3.249
   8.979    9.689    9.013
   0.694    6.522    4.571
   1.261    0.558    3.403
   1.044    8.512    5.004
   6.606    6.766    2.330
   1.503    7.758    5.509
   3.803    8.178    4.971
   4.077    7.793    3.935
   3.260    7.692    8.423
   4.383    1.902    2.010
   4.255    0.387    6.821
   2.937    3.503    8.836
   1.373    2.055    5.043
   0.126    7.363    8.030
   0.014    0.503    6.233
   4.391    9.461    7.696
   4.786    8.055    9.178
   8.239    4.611    3.652
   3.602    2.962    9.573
   2.554    4.734    6.647
   8.994    2.812    2.140
   1.606    5.849    0.169
   9.936    9.761    8.646
   1.367    5.039    4.432
   4.084    7.642    6.658
   0.415    0.964    4.196
   9.655    6.899    2.154
   2.552    5.045    4.599
   4.319    5.953    2.225
   3.131    1.688    0.452
   0.589    8.071    9.244
   4.571    7.023    9.244
   2.045    4.116    9.236
   1.497    1.356    6.830
   3.917    5.141    9.812
   5.569    7.144    9.425
   2.851    5.727    9.520
   4.263    9.588    6.087
   3.521    9.471    4.517
   3.021    9.637    3.292
   4.997    6.293    0.131
   1.008    3.385    7.926
   6.002    8.338    1.540
   3.794    3.850    0.790
   9.914    2.796    8.271
   6.935    9.011    8.692
   1.691    9.651    2.211
   0.999    4.067    9.111
   2.928    1.246    2.599
   0.769    2.117    6.049
   3.306    1.337    1.454
   3.242    8.975    2.014
   5.423    9.256    1.629
   9.485    8.084    3.826
   5.652    4.390    3.365
   4.191    8.760    0.987
   2.060    0.536    2.755
   0.455    2.995    6.585
   9.697    0.686    5.051
   1.263    6.543    7.588
   4.664    4.602    0.327
   6.598    8.222    9.447
   1.781    7.249    0.350
   6.361    2.151    7.020
   7.853    2.914    9.674
   4.528    6.144    8.008
   2.802    9.620    5.763
   3.883    0.988    2.286
   9.891    7.816    1.528
   1.637    7.265    9.271
   9.486    2.591    5.714
   8.359    3.565    3.131
   4.648    1.768    3.446
   2.304    9.362    4.793
   8.644    2.243    0.087
   6.225    4.446    2.477
   6.445    3.266    7.319
   5.853    0.057    7.703
   4.082    8.176    7.536
   3.243    9.306    6.711
   2.706    8.280    5.255
   3.614    6.786    8.601
   5.172    0.248    6.549
   3.110    2.470    2.866
   5.034    8.416    0.404
   8.493    3.627    1.344
   7.684    1.922    0.664
   5.007    9.191    9.440
   4.187    8.559    6.135
   2.544    3.125    1.085
   2.979    8.083    3.991
   8.522    1.062    1.943
   2.568    9.182    9.417
   7.140    7.060    5.171
   2.191    0.672    5.971
   0.203    4.749    5.589
   0.797    0.221    4.995
   6.585    0.167    8.449
   2.952    6.987    9.477
   7.341    3.466    5.889
   2.499    6.835    8.522
   2.201    8.075    8.512
   2.678    7.123    6.944
   4.799    0.871    5.829
   1.018    1.165    7.778
   5.352    6.507    8.490
   9.216    3.536    6.585
   3.126    8.343    6.369
   3.884    4.057    4.216
   9.277    3.696    1.919
   6.056    9.555    4.384
   0.026    7.237    6.703
   4.524    6.033    9.170
   3.721    6.343    9.981
   3.868    7.165    7.553
