   1.699    9.924    6.134
   8.751    2.692    5.597
   3.631    8.033    2.742
   8.804    0.828    4.089
   0.667    1.898    7.802
   2.379    1.449    1.248
   7.538    6.207    4.742
   3.951    8.002    3.932
   8.626    1.950    9.272
   2.451    6.398    7.021
   5.010    4.887    7.616
   5.154    8.469    8.540
   8.035    2.953    2.268
   2.974    9.905    4.367
   5.581    3.767    7.711
   6.516    7.076    4.278
   4.530    6.739    3.731
   9.100    9.714    2.123
   2.272    5.662    9.013
   7.309    2.613    9.638
   9.684    0.175    0.353
   5.704    6.937    8.294
   7.236    7.792    5.310
   5.701    0.128    7.976
   3.671    1.696    7.662
   3.285    8.692    9.639
   9.796    8.293    3.209
   8.928    5.986    4.351
   4.795    9.976    3.833
   8.825    2.713    3.382
   0.845    7.538    3.253
   4.921    6.213    7.048
   7.867    1.266    2.145
   1.195    1.592    9.674
   5.928    2.592    8.320
   4.981    7.492    6.009
   6.326    6.103    4.804
   0.387    4.195    4.793
   5.850    6.171    3.829
   8.724    3.691    1.239
   4.790    9.961    0.277
   9.996    2.602    7.129
   8.586    5.846    6.524
   8.920    2.930    7.081
   6.156    7.388    5.209
   9.849    1.416    1.710
   4.849    8.667    5.597
   2.351    8.454    0.290
   0.607    0.491    9.516
   2.874    7.558    4.430
   9.549    1.586    7.607
   1.595    9.879    7.608
   1.530    3.742    2.780
   9.404    6.849    3.356
   5.909    0.542    3.152
   5.635    8.400    7.419
   8.832    1.106    2.822
   7.802    3.748    3.483
   9.629    3.238    6.090
   4.389    3.097    8.217
   8.932    9.557    9.805
   4.183    9.377    4.633
   2.981    6.564    0.868
   9.401    0.339    6.953
   9.517    3.886    7.569
   5.846    5.629    5.847
   8.137    2.023    7.685
   7.974    3.050    4.246
   6.201    2.707    2.234
   6.589    0.326    8.664
   5.243    6.752    4.610
   2.702    4.006    3.346
   1.467    8.007    1.242
   1.560    6.672    4.353
   6.676    7.088    3.074
   4.002    4.144    2.460
   7.064    9.338    3.178
   6.810    8.181    2.808
   8.742    6.059    3.065
   1.796    0.462    1.392
   5.646    6.746    6.246
   8.441    2.903    8.343
   6.646    3.443    4.080
   0.904    1.733    1.101
   5.043    5.839    8.325
   6.978    1.532    1.434
   2.515    2.829    3.189
   3.233    9.006    5.644
   9.917    8.040    2.196
   6.676    3.486    9.228
   9.696    1.487    9.039
   9.354    7.232    5.554
   6.284    1.848    9.852
   3.909    0.586    5.998
   7.349    2.112    2.347
   9.068    0.673    5.238
   0.785    9.206    4.121
   2.783    3.850    1.542
   3.540    6.171    4.600
   5.928    6.521    2.083
   7.257    7.270    0.528
   5.475    7.457    3.665
   4.757    4.413    8.776
   5.049    8.116    4.394
   3.979    6.229    1.054
   1.465    9.212    1.590
   3.200    2.349    1.362
   2.798    9.607    0.558
   7.521    5.521    2.956
   8.097    7.907    2.074
   8.957    7.634    0.311
   2.471    9.446    8.202
   1.486    0.570    0.189
   3.861    3.446    1.577
   3.063    8.929    3.014
   9.132    9.585    3.509
   2.578    2.574    2.161
   0.297    7.981    5.190
   4.860    0.237    5.267
   8.398    3.097    0.168
   2.376    5.567    2.900
   1.385    3.285    1.016
   2.867    4.906    4.251
   1.902    2.315    9.515
   1.541    2.327    7.495
