   3.356    5.412    6.453
   1.450    8.118    0.109
   2.788    3.011    4.656
   3.432    8.261    8.483
   8.083    9.716    3.623
   1.006    6.627    6.882
   3.499    4.518    9.270
   1.348    3.429    4.125
   5.714    8.253    9.601
   1.714    5.612    9.770
   0.185    1.163    4.292
   7.796    3.236    3.516
   2.666    4.015    5.277
   7.094    1.654    4.970
   3.640    3.334    3.433
   3.503    4.293    3.014
   5.918    1.657    7.990
   3.759    8.100    4.812
   4.074    6.107    0.327
   5.152    2.964    5.241
   3.413    1.406    8.381
   7.411    8.915    6.239
   9.738    0.355    3.323
   1.350    7.163    6.038
   6.845    7.453    7.491
   5.838    9.781    1.408
   7.468    9.138    2.780
   2.440    9.759    9.616
   8.183    0.295    4.520
   4.721    0.124    3.483
   8.868    8.494    6.955
   9.349    1.576    3.180
   9.074    2.156    4.461
   8.290    9.566    9.696
   6.572    8.554    7.012
   6.010    8.794    3.047
   3.746    6.781    4.631
   0.881    7.864    3.177
   8.663    2.662    3.472
   4.575    3.960    0.826
   1.229    4.937    9.010
   5.817    0.206    0.269
   9.462    0.154    4.761
   5.357    8.562    7.537
   8.537    9.500    6.299
   1.379    8.469    2.420
   2.645    0.246    8.754
   6.029    7.515    6.652
   3.072    6.867    7.208
   6.957    8.593    5.150
   5.845    0.834    9.312
   3.780    4.464    5.296
   4.638    4.321    4.413
   5.188    9.642    2.526
   4.400    2.606    3.794
   2.227    2.745    8.539
   3.209    5.241    8.207
   2.085    6.324    8.075
   8.501    2.978    1.484
   7.956    2.059    4.274
   0.056    2.236    4.604
   0.265    0.363    1.017
   1.824    0.644    0.078
   8.801    0.381    2.353
   5.722    0.328    3.052
   8.193    5.347    6.891
   2.637    1.842    9.508
   4.444    8.561    0.328
   1.251    6.795    4.078
   2.536    8.146    9.053
   2.431    5.360    3.503
   2.059    9.360    2.988
   7.278    7.674    5.709
   6.840    0.445    3.433
   1.396    1.309    2.269
   4.064    6.835    6.322
   4.372    9.648    1.865
   9.222    0.580    0.116
   6.216    0.525    2.108
   4.137    6.086    1.530
   9.345    5.765    8.790
   9.676    6.540    7.428
   0.252    8.737    9.986
   5.610    8.394    6.226
   9.023    9.722    1.269
   3.023    0.861    9.714
   1.828    9.111    0.316
   0.403    7.537    1.122
   3.784    0.364    4.687
   8.186    1.803    5.220
   0.207    7.272    4.128
   4.419    9.476    9.485
   9.106    1.062    4.474
   6.222    4.401    6.205
   0.775    9.305    8.981
   8.531    7.338    7.313
   7.468    9.469    8.789
   6.328    8.721    1.045
   7.434    5.078    6.085
   0.128    1.037    7.483
   0.896    6.243    7.934
   2.031    1.488    8.272
   4.719    0.697    2.583
   4.999    8.685    1.354
   1.922    4.204    3.556
   2.062    8.186    7.759
   0.415    7.409    7.943
   9.749    0.951    2.042
   6.067    8.674    8.564
   7.053    0.009    9.973
   4.690    5.873    8.980
   6.697    0.184    1.032
   8.240    7.819    6.348
   1.922    5.640    7.280
   3.424    4.765    4.272
   1.478    1.639    6.449
   6.227    7.339    3.296
   0.106    9.886    9.557
   7.838    8.928    7.613
   2.254    4.788    8.478
   6.946    3.860    5.024
   4.639    1.406    8.190
   1.273    0.176    9.204
   6.761    9.519    2.112
   5.569    9.642    7.164
