   0.691    9.243    8.366
   2.027    6.435    5.942
   9.447    3.793    8.383
   9.289    9.509    0.089
   2.446    4.443    4.026
   8.546    5.398    2.927
   7.246    9.209    2.136
   6.171    4.232    6.639
   0.740    0.181    1.773
   2.154    2.338    6.031
   3.528    7.140    9.402
   9.883    9.508    2.623
   5.965    7.037    2.124
   6.530    0.936    0.758
   4.559    6.951    7.553
   4.215    7.510    0.692
   4.576    4.957    2.539
   9.525    9.801    6.778
   2.849    5.601    9.819
   1.238    7.989    6.395
   4.485    6.579    8.655
   8.249    9.945    0.329
   8.697    4.433    6.796
   0.607    3.929    0.661
   2.068    9.921    7.489
   7.588    1.125    3.809
   3.567    1.173    9.665
   7.546    8.555    8.919
   8.660    0.779    2.976
   3.467    4.190    8.749
   7.990    1.072    8.401
   4.232    0.442    7.844
   0.631    0.720    4.521
   9.458    2.449    5.070
   3.037    1.258    6.463
   0.398    2.798    3.172
   5.402    0.802    3.203
   4.652    5.912    3.300
   2.833    3.140    1.848
   7.200    5.111    6.159
   5.009    4.256    9.133
   3.025    5.514    6.666
   3.998    9.884    4.144
   1.618    1.127    9.883
   8.499    3.091    0.905
   9.237    6.494    2.585
   0.680    9.899    5.434
   3.819    1.364    8.539
   0.773    4.821    9.998
   8.612    6.319    8.686
   5.300    3.402    9.814
   9.278    0.160    4.292
   4.864    5.415    1.558
   2.502    7.214    9.784
   3.781    5.633    1.943
   0.566    9.256    7.269
   1.321    2.482    5.426
   7.660    3.036    5.016
   9.987    3.847    7.079
   5.370    5.213    7.006
   4.945    4.547    6.282
   6.962    5.409    0.999
   4.925    6.423    0.040
   1.528    4.259    4.580
   3.444    6.114    7.918
   3.078    2.618    8.633
   6.358    0.722    9.432
   3.175    3.568    4.262
   5.109    6.550    2.502
   7.387    6.994    5.244
   6.427    9.714    5.944
   4.250    5.715    6.668
   7.932    2.006    5.296
   0.569    9.769    0.440
   5.949    1.435    4.671
   3.696    6.697    1.904
   4.203    6.375    0.990
   0.429    8.810    1.739
   4.678    3.133    8.646
   9.396    8.940    7.798
   8.348    4.719    5.666
   5.657    2.015    7.417
   8.846    9.328    2.251
   8.619    5.198    1.910
   3.418    5.788    3.049
   4.917    5.307    9.740
   9.699    0.243    1.091
   1.475    4.511    0.853
   2.797    6.581    7.082
   5.929    4.167    8.362
   9.846    6.083    3.350
   3.227    6.686    0.373
   9.095    9.070    8.999
   9.940    5.169    2.791
   9.374    2.754    0.310
   9.489    9.047    1.307
   7.102    5.066    3.345
   8.261    7.570    2.846
   5.593    8.101    7.037
   7.771    8.992    1.105
   8.835    1.717    8.814
   1.542    7.809    9.598
   6.533    8.843    8.823
   4.593    9.980    2.684
   3.777    2.778    7.686
   1.046    2.920    1.629
   5.297    4.396    3.118
   9.446    0.688    2.191
   4.476    2.131    6.982
   7.938    9.795    9.063
   6.420    6.126    8.035
   5.354    9.446    9.262
   1.972    0.142    1.707
   5.426    8.523    9.693
   7.610    2.331    2.038
   6.704    7.996    7.829
   7.467    4.755    2.392
   9.026    9.318    3.310
   7.869    4.764    9.624
   5.712    6.369    7.139
   1.747    5.119    2.674
   6.857    2.666    5.724
   8.915    0.248    7.540
   7.979    5.692    7.448
   5.572    6.525    9.201
