 0.10000  1.00000  0.99500  0.50500
 0.20000  0.99000  0.98007  0.50985
 0.30000  0.97010  0.95534  0.51436
 0.40000  0.94050  0.92106  0.51834
 0.50000  0.90149  0.87758  0.52165
 0.60000  0.85347  0.82534  0.52413
 0.70000  0.79692  0.76484  0.52571
 0.80000  0.73239  0.69671  0.52631
 0.90000  0.66054  0.62161  0.52591
 1.00000  0.58209  0.54030  0.52453
 1.10000  0.49781  0.45360  0.52222
 1.20000  0.40856  0.36236  0.51907
 1.30000  0.31522  0.26750  0.51521
 1.40000  0.21873  0.16997  0.51079
 1.50000  0.12005  0.07074  0.50600
 1.60000  0.02017 -0.02920  0.50101
 1.70000 -0.07991 -0.12884  0.49603
 1.80000 -0.17919 -0.22720  0.49127
 1.90000 -0.27668 -0.32329  0.48690
 2.00000 -0.37140 -0.41615  0.48310
 2.10000 -0.46241 -0.50485  0.48003
 2.20000 -0.54879 -0.58850  0.47780
 2.30000 -0.62969 -0.66628  0.47651
 2.40000 -0.70429 -0.73739  0.47621
 2.50000 -0.77185 -0.80114  0.47691
 2.60000 -0.83169 -0.85689  0.47858
 2.70000 -0.88321 -0.90407  0.48115
 2.80000 -0.92590 -0.94222  0.48452
 2.90000 -0.95933 -0.97096  0.48857
 3.00000 -0.98317 -0.98999  0.49312
 3.10000 -0.99717 -0.99914  0.49799
 3.20000 -1.00121 -0.99829  0.50299
 3.30000 -0.99523 -0.98748  0.50793
 3.40000 -0.97930 -0.96680  0.51260
 3.50000 -0.95357 -0.93646  0.51681
 3.60000 -0.91831 -0.89676  0.52041
 3.70000 -0.87387 -0.84810  0.52324
 3.80000 -0.82069 -0.79097  0.52519
 3.90000 -0.75930 -0.72593  0.52619
 4.00000 -0.69032 -0.65364  0.52619
 4.10000 -0.61444 -0.57482  0.52520
 4.20000 -0.53241 -0.49026  0.52325
 4.30000 -0.44506 -0.40080  0.52043
 4.40000 -0.35325 -0.30733  0.51684
 4.50000 -0.25792 -0.21080  0.51263
 4.60000 -0.16000 -0.11215  0.50796
 4.70000 -0.06049 -0.01239  0.50303
 4.80000  0.03963  0.08750  0.49802
 4.90000  0.13936  0.18651  0.49315
 5.00000  0.23769  0.28366  0.48860
 5.10000  0.33364  0.37798  0.48455
 5.20000  0.42625  0.46852  0.48117
 5.30000  0.51461  0.55437  0.47859
 5.40000  0.59782  0.63469  0.47692
 5.50000  0.67505  0.70867  0.47621
 5.60000  0.74553  0.77557  0.47651
 5.70000  0.80855  0.83471  0.47779
 5.80000  0.86349  0.88552  0.48001
 5.90000  0.90979  0.92748  0.48308
 6.00000  0.94700  0.96017  0.48687
 6.10000  0.97473  0.98327  0.49123
 6.20000  0.99272  0.99654  0.49600
 6.30000  1.00078  0.99986  0.50097
 6.40000  0.99884  0.99318  0.50596
 6.50000  0.98690  0.97659  0.51076
 6.60000  0.96510  0.95023  0.51518
 6.70000  0.93364  0.91438  0.51904
 6.80000  0.89285  0.86940  0.52220
 6.90000  0.84313  0.81573  0.52451
 7.00000  0.78498  0.75390  0.52590
 7.10000  0.71898  0.68455  0.52631
 7.20000  0.64579  0.60835  0.52572
 7.30000  0.56614  0.52608  0.52415
 7.40000  0.48083  0.43855  0.52167
 7.50000  0.39071  0.34664  0.51837
 7.60000  0.29669  0.25126  0.51439
 7.70000  0.19969  0.15337  0.50988
 7.80000  0.10070  0.05396  0.50504
 7.90000  0.00071 -0.04600  0.50004
 8.00000 -0.09930 -0.14550  0.49508
 8.10000 -0.19831 -0.24354  0.49038
 8.20000 -0.29533 -0.33915  0.48611
 8.30000 -0.38941 -0.43138  0.48244
 8.40000 -0.47959 -0.51929  0.47953
 8.50000 -0.56497 -0.60201  0.47748
 8.60000 -0.64471 -0.67872  0.47638
 8.70000 -0.71799 -0.74865  0.47627
 8.80000 -0.78410 -0.81109  0.47716
 8.90000 -0.84237 -0.86544  0.47901
 9.00000 -0.89221 -0.91113  0.48175
 9.10000 -0.93313 -0.94772  0.48526
 9.20000 -0.96472 -0.97484  0.48942
 9.30000 -0.98666 -0.99223  0.49404
 9.40000 -0.99874 -0.99969  0.49896
 9.50000 -1.00083 -0.99717  0.50396
 9.60000 -0.99291 -0.98469  0.50886
 9.70000 -0.97506 -0.96236  0.51346
 9.80000 -0.94746 -0.93043  0.51756
 9.90000 -0.91038 -0.88919  0.52102
10.00000 -0.86421 -0.83907  0.52369
10.10000 -0.80938 -0.78057  0.52546
10.20000 -0.74647 -0.71427  0.52627
10.30000 -0.67609 -0.64083  0.52608
10.40000 -0.59895 -0.56098  0.52490
10.50000 -0.51582 -0.47554  0.52277
10.60000 -0.42754 -0.38534  0.51979
10.70000 -0.33497 -0.29129  0.51606
10.80000 -0.23906 -0.19433  0.51175
10.90000 -0.14076 -0.09543  0.50702
11.00000 -0.04105  0.00443  0.50205
11.10000  0.05907  0.10424  0.49706
11.20000  0.15861  0.20300  0.49223
11.30000  0.25655  0.29975  0.48777
11.40000  0.35193  0.39349  0.48384
11.50000  0.44379  0.48330  0.48060
11.60000  0.53121  0.56829  0.47819
11.70000  0.61332  0.64760  0.47670
11.80000  0.68930  0.72043  0.47619
11.90000  0.75838  0.78607  0.47668
12.00000  0.81988  0.84385  0.47815
12.10000  0.87318  0.89321  0.48054
12.20000  0.91775  0.93363  0.48376
12.30000  0.95314  0.96473  0.48768
12.40000  0.97900  0.98619  0.49213
12.50000  0.99507  0.99780  0.49696
12.60000  1.00119  0.99943  0.50195
12.70000  0.99730  0.99108  0.50691
12.80000  0.98343  0.97283  0.51165
12.90000  0.95973  0.94486  0.51598
13.00000  0.92644  0.90745  0.51972
13.10000  0.88387  0.86097  0.52272
13.20000  0.83247  0.80588  0.52486
13.30000  0.77275  0.74275  0.52606
13.40000  0.70530  0.67219  0.52627
13.50000  0.63079  0.59492  0.52549
13.60000  0.54998  0.51170  0.52374
13.70000  0.46367  0.42337  0.52109
13.80000  0.37272  0.33081  0.51764
13.90000  0.27804  0.23495  0.51355
14.00000  0.18058  0.13674  0.50896
14.10000  0.08132  0.03716  0.50407
14.20000 -0.01876 -0.06279  0.49906
14.30000 -0.11865 -0.16211  0.49414
14.40000 -0.21735 -0.25982  0.48951
14.50000 -0.31388 -0.35492  0.48534
14.60000 -0.40727 -0.44648  0.48181
14.70000 -0.49658 -0.53358  0.47906
14.80000 -0.58094 -0.61535  0.47719
14.90000 -0.65948 -0.69097  0.47628
15.00000 -0.73143 -0.75969  0.47636
15.10000 -0.79606 -0.82081  0.47744
15.20000 -0.85273 -0.87374  0.47947
15.30000 -0.90088 -0.91793  0.48237
15.40000 -0.94001 -0.95295  0.48602
15.50000 -0.96975 -0.97845  0.49028
15.60000 -0.98979 -0.99418  0.49498
15.70000 -0.99993 -0.99997  0.49993
15.80000 -1.00007 -0.99577  0.50493
15.90000 -0.99021 -0.98162  0.50978
16.00000 -0.97045 -0.95766  0.51430
16.10000 -0.94098 -0.92413  0.51829
16.20000 -0.90211 -0.88137  0.52160
16.30000 -0.85421 -0.82981  0.52411
16.40000 -0.79777 -0.76995  0.52569
16.50000 -0.73336 -0.70240  0.52631
16.60000 -0.66161 -0.62783  0.52592
16.70000 -0.58324 -0.54699  0.52455
16.80000 -0.49904 -0.46068  0.52225
16.90000 -0.40985 -0.36977  0.51912
17.00000 -0.31657 -0.27516  0.51527
17.10000 -0.22011 -0.17781  0.51086
17.20000 -0.12146 -0.07868  0.50606
17.30000 -0.02159  0.02124  0.50108
17.40000  0.07850  0.12094  0.49610
17.50000  0.17780  0.21944  0.49133
17.60000  0.27532  0.31574  0.48695
17.70000  0.37009  0.40889  0.48315
17.80000  0.46115  0.49796  0.48007
17.90000  0.54761  0.58204  0.47783
18.00000  0.62859  0.66032  0.47652
18.10000  0.70328  0.73199  0.47621
18.20000  0.77095  0.79635  0.47689
18.30000  0.83090  0.85276  0.47854
18.40000  0.88254  0.90064  0.48111
18.50000  0.92536  0.93952  0.48447
18.60000  0.95892  0.96902  0.48851
18.70000  0.98290  0.98884  0.49305
18.80000  0.99704  0.99877  0.49792
18.90000  1.00122  0.99873  0.50292
19.00000  0.99538  0.98870  0.50786
19.10000  0.97959  0.96880  0.51253
19.20000  0.95400  0.93922  0.51676
19.30000  0.91888  0.90025  0.52036
19.40000  0.87456  0.85229  0.52320
19.50000  0.82150  0.79581  0.52517
19.60000  0.76023  0.73139  0.52618
19.70000  0.69135  0.65965  0.52620
19.80000  0.61556  0.58132  0.52522
19.90000  0.53361  0.49719  0.52329
20.00000  0.44632  0.40808  0.52047
