 0.10000  1.00000  0.99500  0.50500
 0.20000  0.99000  0.98007  0.51005
 0.30000  0.97000  0.95534  0.51515
 0.40000  0.94010  0.92106  0.52030
 0.50000  0.90050  0.87758  0.52551
 0.60000  0.85150  0.82534  0.53076
 0.70000  0.79349  0.76484  0.53607
 0.80000  0.72697  0.69671  0.54143
 0.90000  0.65252  0.62161  0.54684
 1.00000  0.57079  0.54030  0.55231
 1.10000  0.48254  0.45360  0.55783
 1.20000  0.38858  0.36236  0.56341
 1.30000  0.28980  0.26750  0.56905
 1.40000  0.18713  0.16997  0.57474
 1.50000  0.08156  0.07074  0.58048
 1.60000 -0.02588 -0.02920  0.58629
 1.70000 -0.13413 -0.12884  0.59215
 1.80000 -0.24213 -0.22720  0.59807
 1.90000 -0.34879 -0.32329  0.60405
 2.00000 -0.45302 -0.41615  0.61010
 2.10000 -0.55376 -0.50485  0.61620
 2.20000 -0.64998 -0.58850  0.62236
 2.30000 -0.74066 -0.66628  0.62858
 2.40000 -0.82483 -0.73739  0.63487
 2.50000 -0.90161 -0.80114  0.64122
 2.60000 -0.97013 -0.85689  0.64763
 2.70000 -1.02964 -0.90407  0.65410
 2.80000 -1.07944 -0.94222  0.66065
 2.90000 -1.11895 -0.97096  0.66725
 3.00000 -1.14767 -0.98999  0.67392
 3.10000 -1.16519 -0.99914  0.68066
 3.20000 -1.17124 -0.99829  0.68747
 3.30000 -1.16564 -0.98748  0.69435
 3.40000 -1.14832 -0.96680  0.70129
 3.50000 -1.11935 -0.93646  0.70830
 3.60000 -1.07889 -0.89676  0.71538
 3.70000 -1.02724 -0.84810  0.72254
 3.80000 -0.96481 -0.79097  0.72976
 3.90000 -0.89210 -0.72593  0.73706
 4.00000 -0.80974 -0.65364  0.74443
 4.10000 -0.71846 -0.57482  0.75188
 4.20000 -0.61908 -0.49026  0.75939
 4.30000 -0.51252 -0.40080  0.76699
 4.40000 -0.39977 -0.30733  0.77466
 4.50000 -0.28189 -0.21080  0.78241
 4.60000 -0.16002 -0.11215  0.79023
 4.70000 -0.03532 -0.01239  0.79813
 4.80000  0.09097  0.08750  0.80611
 4.90000  0.21762  0.18651  0.81417
 5.00000  0.34335  0.28366  0.82232
 5.10000  0.46692  0.37798  0.83054
 5.20000  0.58704  0.46852  0.83884
 5.30000  0.70250  0.55437  0.84723
 5.40000  0.81209  0.63469  0.85571
