32.316520 32.316520 32.316520
   0.071   32.067    0.052     0.324   -1.347    1.688
   0.025    0.070    1.131     0.119    1.457   -0.367
  32.289    0.190    2.080    -0.739    1.892   -0.777
   0.015   32.278    3.108     1.883    0.358   -0.700
   0.370   32.261    4.116     1.340   -1.342   -1.355
   0.126    0.268    5.109     0.933    1.448   -0.693
   0.076    0.054    6.353     0.766    0.703   -1.161
  32.233    0.017    7.405    -1.735    0.006   -1.444
   0.242   32.303    8.733     1.485   -0.650    0.401
  32.221    0.083    9.680    -0.900   -0.919    0.870
   0.182   32.310   10.792     0.869   -0.443    0.530
  31.896   32.274   11.734    -2.478    1.308   -0.493
   0.182   32.266   13.239     1.254   -0.902    1.253
  32.264    0.022   14.306     0.002    0.662    1.475
   0.004    0.041   15.422    -0.118   -0.696    1.434
  32.204    0.107   16.374     0.426    0.664    1.651
  32.266   32.300   17.369     1.226   -0.010    1.145
   0.081   32.277   18.320     0.616    1.437   -0.194
   0.194   32.065   19.314     2.047   -1.480    1.088
  32.209   32.254   20.341    -1.720   -1.189    0.069
   0.095    0.102   21.458     1.077    0.938   -0.927
  32.224    0.006   22.654    -0.511   -0.013   -0.028
  32.098   32.286   23.721    -1.553   -0.060   -0.628
  32.219   32.156   24.799    -0.981   -0.984   -1.186
   0.089    0.120   25.817     2.195    1.442    0.881
   0.130    0.022   26.885     0.117   -0.920    0.554
  32.222    0.210   28.176    -0.990    0.238   -1.446
  32.091   32.102   29.345    -2.401   -0.961    1.914
   0.140    0.004   30.382     0.348   -0.119    1.330
   0.280    0.231   31.430     2.369    1.231    0.048
  32.114    0.906   32.280    -0.567   -1.141   -0.149
  32.267    1.161    1.026     0.963    0.777   -0.998
  32.223    1.370    2.150    -0.513    1.904   -1.173
  32.194    1.025    3.129    -0.983   -1.095    0.151
  32.229    0.915    4.138    -0.794   -0.131   -0.552
   0.004    1.272    5.118    -0.095    0.849   -1.284
   0.245    1.060    6.540     1.777   -0.384   -1.210
   0.022    1.221    7.585    -0.794    1.612   -0.317
   0.024    0.992    8.531    -1.066   -1.528   -0.806
  32.163    1.124    9.538    -0.132    2.111   -0.421
  32.093    1.145   10.526    -0.951    1.011    0.155
   0.057    1.049   11.689     0.085   -0.403   -2.125
   0.026    1.125   12.902    -0.518   -0.092   -0.297
   0.038    1.374   13.935     0.250    1.578   -0.824
  31.974    0.989   14.935    -1.845   -0.411   -1.123
  32.174    1.103   16.023    -1.513   -0.416   -0.769
   0.126    1.357   17.043     1.851    1.627   -1.566
   0.286    1.047   18.149     1.443   -0.359   -1.200
   0.111    1.027   19.211    -0.067   -0.356   -0.466
  32.173    1.097   20.243    -1.314   -0.414   -1.963
   0.007    1.187   21.415     0.266    0.046   -0.418
  32.107    1.184   22.646    -1.065    0.230   -0.177
   0.078    0.905   23.646     1.301   -0.893   -1.642
   0.220    0.842   24.700     1.226   -1.461    0.315
  32.243    1.285   25.641    -0.368    1.938   -1.941
  32.311    1.245   26.637    -0.246    0.669   -1.180
   0.052    1.232   27.655     1.718    1.659   -1.930
   0.170    0.795   28.876     1.454    1.048    1.731
  32.112    1.041   29.909    -1.215   -0.741   -1.836
  32.017    1.118   31.080    -2.049    0.436   -1.469
  32.217    2.074   32.204    -0.271   -1.416   -1.577
  32.283    2.292    1.042    -0.219    0.352   -0.502
  32.280    2.444    2.092    -0.858    1.524    0.903
   0.080    2.072    3.273    -0.085   -0.407    0.432
  32.244    2.228    4.461    -0.485   -1.160    1.098
  32.229    2.204    5.606    -0.921    0.839    1.782
   0.100    2.076    6.678     0.331   -0.696    1.508
   0.114    2.409    7.671     0.291    0.120   -0.169
   0.081    2.066    8.732     0.798   -1.012    0.322
   0.071    2.117    9.770     0.400   -0.569    1.455
   0.081    2.412   10.774     0.337    1.511    0.475
   0.025    2.002   12.007    -0.313   -0.807    1.108
