32.316520 32.316520 32.316520
   0.003   31.954    0.281    -1.042   -1.781    0.606
  32.316    0.264    1.028    -1.057    2.552    0.427
  32.240    0.435    2.103    -0.231    2.690    0.220
   0.248   32.313    3.010     2.329    0.232   -1.338
   0.402   32.093    4.006    -0.547   -1.625   -0.103
   0.232    0.333    5.043     1.094    0.188   -0.676
   0.138    0.044    6.187     0.479   -0.688   -1.929
  32.094    0.023    7.264    -0.949    0.100   -1.478
   0.338   32.202    8.748    -0.475   -1.130    0.219
  32.111    0.157    9.818    -0.905    1.455    1.812
   0.259   32.241   10.839    -0.167   -1.614    0.279
  31.832    0.123   11.827     0.184    1.636    0.702
   0.238   32.201   13.293    -0.626   -0.004   -0.445
   0.051    0.067   14.391     1.171    0.396    0.243
  32.312   32.280   15.453    -0.272   -0.611    0.069
  32.204    0.191   16.490    -0.586    1.072   -0.265
   0.027   32.281   17.480     0.431   -0.467    2.103
   0.137    0.092   18.519    -0.157    0.928    3.320
   0.417   31.926   19.444     2.216   -1.228    1.387
  32.020   32.161   20.350    -1.934   -0.646    0.037
   0.174    0.175   21.375     0.424    0.349   -0.698
  32.169    0.070   22.609    -0.460    0.911   -0.683
  31.910   32.221   23.657    -1.619   -0.366   -0.895
  32.064   32.178   24.682    -1.622    0.158   -0.775
   0.338    0.277   25.870     2.347    1.580    0.212
   0.118   32.246   26.931     0.168   -0.284   -0.281
  32.225    0.380   28.041     1.135    2.260   -1.141
  31.850   32.025   29.531    -1.690   -0.249    1.448
   0.193   32.290   30.489     0.528   -0.856    0.784
   0.503    0.395   31.453     1.747    1.711    0.450
  32.170    0.757   32.240     1.062   -1.636   -0.434
  32.302    1.300    0.933    -0.050    1.458   -0.936
  32.165    1.527    2.019    -0.643    0.869   -1.259
  32.048    0.943    3.060    -1.731   -0.428   -1.290
  32.171    0.853    4.125    -0.382   -1.005    0.092
  32.315    1.379    5.068     0.151   -0.166    0.963
   0.426    1.056    6.447     2.018    0.272   -0.717
   0.090    1.425    7.492     1.557    1.269   -0.275
  32.176    0.822    8.472    -1.335   -1.675   -1.156
  32.197    1.220    9.412     0.205   -0.286   -1.182
  32.005    1.248   10.597    -0.716    1.110    0.288
   0.032    0.953   11.463    -0.065   -1.072   -1.538
   0.116    1.042   12.791     0.967   -0.991   -1.418
   0.144    1.455   13.924     1.734   -0.127    0.804
  32.034    1.068   15.017     1.295    1.263    0.375
  32.004    1.042   15.943    -0.993   -0.395    0.617
   0.238    1.417   16.992    -0.540   -0.292    0.414
   0.425    1.040   18.014     0.890    0.445   -1.012
   0.078    0.948   19.082    -0.659   -1.181   -1.856
  32.189    1.035   20.268    -0.440   -1.010    1.161
   0.161    1.208   21.329     2.647    0.467   -1.105
  32.056    1.235   22.646    -0.475    0.981    1.004
   0.246    0.825   23.497     1.732   -1.620   -1.118
   0.321    0.743   24.724     0.621   -0.144   -0.028
  32.176    1.420   25.422    -1.200    0.583   -1.391
   0.001    1.241   26.478     0.174   -0.348   -1.803
   0.261    1.390   27.534     1.755    1.290   -0.881
   0.278    0.783   29.060    -0.511    0.259    1.362
  31.975    0.922   29.834    -1.322   -1.455    1.249
  31.807    1.147   30.925    -1.948    0.109   -1.538
  32.259    1.879   32.043     0.871   -2.120   -1.567
   0.005    2.292    0.975     0.794   -0.186   -0.640
  32.226    2.506    2.156     0.278   -0.939   -0.240
   0.105    2.044    3.329     0.732   -0.144    0.722
  32.222    2.176    4.544    -0.183    1.247   -0.216
  32.133    2.305    5.776    -0.555    0.657    1.464
   0.108    2.032    6.750     0.174    0.161   -0.811
   0.060    2.427    7.697    -0.795    0.337    1.084
   0.113    1.974    8.741    -0.153   -0.595   -0.168
   0.118    2.076    9.945     0.496    0.252    1.965
   0.047    2.564   10.887    -0.832    1.455    1.634
   0.016    1.968   12.146     0.103   -0.223    1.413
   0.168    2.184   13.231     0.692    1.202    0.454
  32.023    2.433   14.292    -0.657    0.835    0.579
  32.253    2.238   15.276    -0.933    0.559   -0.226
   0.149    2.094   16.213     0.036    0.855   -0.169
   0.153    2.523   17.287     0.458    1.447   -0.200
  32.284    2.156   18.253     0.345   -0.865    0.520
  32.258    1.942   19.400    -0.275   -1.400   -0.360
  32.183    2.086   20.381    -1.122   -1.566    0.222
   0.342    2.292   21.409    -0.034    0.862    0.781
   0.272    2.207   22.377     1.075   -0.465   -0.410
   0.195    1.825   23.451     0.392   -0.967   -0.402
   0.267    1.906   24.673     1.156    0.184   -1.348
   0.223    2.443   25.729     0.730    1.389   -0.156
  32.289    2.349   26.811    -0.187    1.532   -1.345
   0.071    2.397   27.993     1.074    0.900   -0.088
   0.158    1.812   28.866    -0.758    1.264   -1.175
   0.106    1.973   30.025     0.449   -0.947    0.328
  31.849    2.237   31.010    -1.334   -0.005   -1.141
   0.281    2.930   32.210     0.078   -1.575   -0.245
