32.316520 32.316520 32.316520
  32.129   31.685    0.132    -0.279    1.263    0.165
  32.103    0.242    1.015     0.792    0.230    0.027
  32.174    0.497    2.405     0.754    0.493    1.145
   0.554    0.181    3.193     0.487   -1.461   -0.499
   0.135   32.003    4.014     0.509    1.855    0.987
   0.651    0.339    4.731    -0.659   -1.253    0.640
   0.605    0.444    5.956     0.916   -0.337    0.092
  32.102    0.153    6.933    -0.309    0.830    1.489
   0.647    0.203    8.385    -0.043    1.422   -1.361
  32.165    0.617   10.272    -0.126    0.051   -0.568
   0.524   31.853   10.668    -0.715    0.286    0.290
  31.923   31.885   11.471    -0.443   -1.049   -2.896
   0.111    0.391   13.610     0.095    1.384    0.458
   0.158    0.413   14.660     0.240   -0.837    1.381
   0.325    0.133   15.746     1.764    0.907    1.732
  32.038    0.308   17.242    -0.312    0.020    0.727
  31.846   31.772   17.995     0.218   -1.552   -0.197
  32.288   32.161   19.023    -0.038    0.670   -0.324
   0.827   31.568   19.651    -0.201   -0.302    1.273
  31.812   32.230   20.355    -0.041   -0.754   -0.656
   0.278   32.314   21.327     1.150   -0.960    1.216
  32.066    0.514   22.024     0.030    0.702   -1.194
  31.653    0.314   23.513    -0.484    1.569    0.479
  31.981   32.287   24.379     1.133    0.341   -0.732
   0.946    0.555   25.802    -0.634   -0.163    0.959
   0.206    0.850   26.596     0.529   -0.019   -0.230
   0.243    1.303   27.892    -0.516    0.419   -0.990
  31.983   32.006   29.566     0.803   -1.539   -0.650
   0.181   31.910   30.383     0.188   -0.981    0.713
   1.440    0.459   31.860    -0.448   -0.093    1.801
   0.007    0.547    0.054     0.324    1.570    1.070
  32.260    1.963    0.646     0.982    0.645    1.289
  32.281    1.489    1.818    -1.255    0.617   -0.840
  31.511    0.893    3.067    -0.587    0.314    0.255
  32.114    1.156    4.126     0.043    0.988   -0.754
   0.031    1.041    5.352     2.285   -1.092    1.743
   0.714    1.639    6.140    -1.871   -0.507    0.743
   0.330    1.510    8.355    -0.805    1.544    0.448
