32.316520 32.316520 32.316520
  32.317   32.317   32.317    -0.000   -0.000   -0.000
  32.317   32.317    1.077    -0.000   -0.000    0.000
  32.317   32.317    2.154    -0.000   -0.000   -0.000
  32.317   32.317    3.232    -0.000   -0.000   -0.000
  32.317   32.317    4.309    -0.000   -0.000    0.000
  32.317   32.317    5.386    -0.000   -0.000   -0.000
  32.317   32.317    6.463    -0.000   -0.000    0.000
  32.317   32.317    7.541    -0.000   -0.000    0.000
  32.317   32.317    8.618    -0.000   -0.000   -0.000
  32.317   32.317    9.695    -0.000   -0.000    0.000
  32.317   32.317   10.772    -0.000   -0.000   -0.000
  32.317   32.317   11.849    -0.000   -0.000    0.000
  32.317   32.317   12.927    -0.000   -0.000   -0.000
  32.317   32.317   14.004    -0.000   -0.000   -0.000
  32.317   32.317   15.081    -0.000   -0.000    0.000
  32.317   32.317   16.158    -0.000   -0.000   -0.000
  32.317   32.317   17.235    -0.000   -0.000    0.000
  32.317   32.317   18.313    -0.000   -0.000    0.000
  32.317   32.317   19.390    -0.000   -0.000    0.000
  32.317   32.317   20.467    -0.000   -0.000    0.000
  32.317   32.317   21.544    -0.000   -0.000   -0.000
  32.317   32.317   22.622    -0.000   -0.000    0.000
  32.317   32.317   23.699    -0.000   -0.000   -0.000
  32.317   32.317   24.776    -0.000   -0.000    0.000
  32.317   32.317   25.853    -0.000   -0.000    0.000
  32.317   32.317   26.930    -0.000   -0.000    0.000
  32.317   32.317   28.008    -0.000   -0.000    0.000
  32.317   32.317   29.085    -0.000   -0.000   -0.000
  32.317   32.317   30.162    -0.000   -0.000    0.000
  32.317   32.317   31.239    -0.000   -0.000   -0.000
  32.317    1.077   32.317    -0.000    0.000   -0.000
  32.317    1.077    1.077    -0.000    0.000    0.000
  32.317    1.077    2.154    -0.000    0.000   -0.000
  32.317    1.077    3.232    -0.000    0.000   -0.000
  32.317    1.077    4.309    -0.000    0.000    0.000
  32.317    1.077    5.386    -0.000    0.000   -0.000
  32.317    1.077    6.463    -0.000    0.000    0.000
  32.317    1.077    7.541    -0.000    0.000    0.000
  32.317    1.077    8.618    -0.000    0.000   -0.000
  32.317    1.077    9.695    -0.000    0.000    0.000
  32.317    1.077   10.772    -0.000    0.000   -0.000
  32.317    1.077   11.849    -0.000    0.000    0.000
  32.317    1.077   12.927    -0.000    0.000   -0.000
  32.317    1.077   14.004    -0.000    0.000   -0.000
  32.317    1.077   15.081    -0.000    0.000    0.000
  32.317    1.077   16.158    -0.000    0.000   -0.000
  32.317    1.077   17.235    -0.000    0.000    0.000
  32.317    1.077   18.313    -0.000    0.000    0.000
  32.317    1.077   19.390    -0.000    0.000    0.000
  32.317    1.077   20.467    -0.000    0.000    0.000
  32.317    1.077   21.544    -0.000    0.000   -0.000
  32.317    1.077   22.622    -0.000    0.000    0.000
  32.317    1.077   23.699    -0.000    0.000   -0.000
  32.317    1.077   24.776    -0.000    0.000    0.000
  32.317    1.077   25.853    -0.000    0.000    0.000
  32.317    1.077   26.930    -0.000    0.000    0.000
  32.317    1.077   28.008    -0.000    0.000    0.000
  32.317    1.077   29.085    -0.000    0.000   -0.000
  32.317    1.077   30.162    -0.000    0.000    0.000
  32.317    1.077   31.239    -0.000    0.000   -0.000
  32.317    2.154   32.317    -0.000    0.000   -0.000
  32.317    2.154    1.077    -0.000    0.000    0.000
  32.317    2.154    2.154    -0.000    0.000   -0.000
  32.317    2.154    3.232    -0.000    0.000   -0.000
  32.317    2.154    4.309    -0.000    0.000    0.000
  32.317    2.154    5.386    -0.000   -0.000   -0.000
  32.317    2.154    6.463    -0.000    0.000    0.000
  32.317    2.154    7.541    -0.000    0.000    0.000
  32.317    2.154    8.618    -0.000    0.000   -0.000
  32.317    2.154    9.695    -0.000   -0.000    0.000
  32.317    2.154   10.772    -0.000   -0.000   -0.000
  32.317    2.154   11.849    -0.000   -0.000    0.000
  32.317    2.154   12.927    -0.000   -0.000   -0.000
  32.317    2.154   14.004    -0.000   -0.000   -0.000
  32.317    2.154   15.081    -0.000   -0.000    0.000
  32.317    2.154   16.158    -0.000    0.000   -0.000
  32.317    2.154   17.235    -0.000    0.000    0.000
  32.317    2.154   18.313    -0.000    0.000    0.000
  32.317    2.154   19.390    -0.000    0.000    0.000
  32.317    2.154   20.467    -0.000    0.000    0.000
  32.317    2.154   21.544    -0.000   -0.000   -0.000
  32.317    2.154   22.622    -0.000    0.000    0.000
  32.317    2.154   23.699    -0.000    0.000   -0.000
  32.317    2.154   24.776    -0.000    0.000    0.000
  32.317    2.154   25.853    -0.000    0.000    0.000
  32.317    2.154   26.930    -0.000    0.000    0.000
  32.317    2.154   28.008    -0.000    0.000    0.000
  32.317    2.154   29.085    -0.000   -0.000   -0.000
  32.317    2.154   30.162    -0.000   -0.000    0.000
