32.316520 32.316520 32.316520
  32.105   31.865    0.092    -0.088    2.038   -0.498
  32.158    0.275    1.036     0.235    0.704   -0.022
  32.270    0.517    2.354    -0.090   -1.228   -2.675
   0.617    0.036    3.105     0.332   -1.526   -1.564
   0.258   32.111    4.032     0.591    0.683   -1.063
   0.689    0.287    4.837     1.514    0.562    1.533
   0.710    0.442    5.995     0.612    0.619    0.602
  32.067    0.334    7.061    -0.644    2.243    1.083
   0.599    0.344    8.344    -1.061    1.347    0.192
  32.142    0.587   10.202    -0.333   -0.769   -0.764
   0.349   31.926   10.652    -1.501    0.820   -0.795
  31.876   31.762   11.195    -1.001   -1.388   -1.927
   0.083    0.526   13.643    -0.632    0.994    0.454
   0.154    0.256   14.794    -0.205   -1.642    1.059
   0.259    0.206   15.853    -2.395    0.624    0.583
  31.999    0.281   17.337    -0.458   -0.504    1.215
  31.943   31.679   18.051     2.054    0.249    1.941
  32.313   32.218   18.991     0.683    0.364   -0.316
   0.826   31.553   19.715     0.313    0.272   -0.737
  31.814   32.190   20.343     0.078   -0.111    0.170
   0.407   32.222   21.294     1.230   -1.002   -1.409
  32.127    0.472   22.051     0.779   -0.674    1.062
  31.559    0.448   23.403    -1.211    0.759   -1.992
  32.241   32.207   24.272     3.447   -1.635   -2.130
   0.857    0.538   25.811    -0.697   -1.055   -1.368
   0.249    0.732   26.586    -0.310   -1.823    0.577
   0.203    1.322   27.789    -0.402    0.000   -0.789
  32.048   31.925   29.408     0.522    0.647   -1.736
   0.196   31.830   30.540    -0.030   -0.337    1.858
   1.304    0.487   32.045    -1.373    0.153    1.058
   0.040    0.740    0.123    -0.246    1.795   -0.130
   0.037    1.982    0.719     0.042    0.298    0.148
  32.200    1.503    1.706    -0.505   -0.320   -1.352
  31.435    0.859    3.067    -0.537   -0.847   -0.611
  32.158    1.253    4.062     0.649    1.010   -0.602
   0.126    0.984    5.423    -1.142    0.544   -0.607
   0.477    1.602    6.188    -2.410   -0.283    0.556
   0.262    1.524    8.254    -0.543   -1.315   -1.899
  31.801    0.559    8.360    -1.861   -0.502    0.255
   0.292    0.922    9.260     0.324    2.000   -0.099
  31.934    1.449   10.815     0.384    0.148   -0.491
  32.199    0.679   11.424     0.172   -1.613    0.283
   0.360    0.324   12.451    -0.421    0.350    1.518
   0.387    1.888   14.178     0.719    0.362   -0.054
  32.050    1.435   14.899    -0.940    0.416    0.773
  31.871    0.936   15.742    -0.236   -1.900   -1.410
   0.293    1.018   16.785    -0.571   -1.415   -1.012
   0.579    0.742   17.796     0.848   -0.199   -1.913
   0.178    0.899   19.622    -1.897   -0.927    1.862
  32.268    1.078   20.626     0.763   -0.270    0.442
   0.281    1.322   21.586     0.290    0.293    0.602
  32.076    1.292   23.009     1.125    1.210    1.024
   0.363    0.166   22.978     0.686   -1.135   -0.825
   0.488    0.960   24.117    -2.332   -0.591   -1.140
   0.083    1.307   25.039     1.727    1.731    0.275
  31.646    0.942   25.782    -1.145   -1.067   -0.056
   0.157    1.740   26.819     0.481   -0.960   -0.534
  31.983    0.737   29.146    -0.885   -0.624   -0.077
  31.289    0.377   29.837    -0.137   -0.732   -1.267
  31.520    1.010   30.731    -0.052   -0.193    0.430
  32.164    1.665   32.065    -0.545    1.138    1.198
