   0.000     5.9997
   0.010     5.7823
   0.020     5.1756
   0.030     4.2946
   0.040     3.2802
   0.050     2.2610
   0.060     1.3347
   0.070     0.5624
   0.080    -0.0281
   0.090    -0.4358
   0.100    -0.6785
   0.110    -0.7850
   0.120    -0.7895
   0.130    -0.7263
   0.140    -0.6259
   0.150    -0.5134
   0.160    -0.4067
   0.170    -0.3171
   0.180    -0.2498
   0.190    -0.2052
   0.200    -0.1804
   0.210    -0.1708
   0.220    -0.1709
   0.230    -0.1758
   0.240    -0.1811
   0.250    -0.1837
   0.260    -0.1818
   0.270    -0.1747
   0.280    -0.1628
   0.290    -0.1471
   0.300    -0.1292
   0.310    -0.1104
   0.320    -0.0923
   0.330    -0.0757
   0.340    -0.0614
   0.350    -0.0496
   0.360    -0.0406
   0.370    -0.0341
   0.380    -0.0299
   0.390    -0.0275
   0.400    -0.0263
   0.410    -0.0258
   0.420    -0.0256
   0.430    -0.0253
   0.440    -0.0248
   0.450    -0.0238
   0.460    -0.0222
   0.470    -0.0197
   0.480    -0.0164
   0.490    -0.0122
   0.500    -0.0076
   0.510    -0.0029
   0.520     0.0011
   0.530     0.0039
   0.540     0.0051
   0.550     0.0049
   0.560     0.0038
   0.570     0.0024
   0.580     0.0014
   0.590     0.0014
   0.600     0.0024
   0.610     0.0047
   0.620     0.0079
   0.630     0.0120
   0.640     0.0167
   0.650     0.0216
   0.660     0.0265
   0.670     0.0307
   0.680     0.0336
   0.690     0.0347
   0.700     0.0336
   0.710     0.0304
   0.720     0.0253
   0.730     0.0188
   0.740     0.0117
   0.750     0.0047
   0.760    -0.0015
   0.770    -0.0062
   0.780    -0.0092
   0.790    -0.0102
   0.800    -0.0096
   0.810    -0.0074
   0.820    -0.0044
   0.830    -0.0009
   0.840     0.0025
   0.850     0.0057
   0.860     0.0085
   0.870     0.0111
   0.880     0.0135
   0.890     0.0160
   0.900     0.0187
   0.910     0.0216
   0.920     0.0243
   0.930     0.0267
   0.940     0.0284
   0.950     0.0290
   0.960     0.0283
   0.970     0.0261
   0.980     0.0224
   0.990     0.0171
