  -5.000  0.01303  1303
  -4.900  0.00649   649
  -4.800  0.00687   687
  -4.700  0.00659   659
  -4.600  0.00646   646
  -4.500  0.00657   657
  -4.400  0.00702   702
  -4.300  0.00727   727
  -4.200  0.00679   679
  -4.100  0.00667   667
  -4.000  0.00684   684
  -3.900  0.00701   701
  -3.800  0.00700   700
  -3.700  0.00672   672
  -3.600  0.00696   696
  -3.500  0.00692   692
  -3.400  0.00696   696
  -3.300  0.00686   686
  -3.200  0.00688   688
  -3.100  0.00691   691
  -3.000  0.00723   723
  -2.900  0.00708   708
  -2.800  0.00690   690
  -2.700  0.00738   738
  -2.600  0.00655   655
  -2.500  0.00712   712
  -2.400  0.00712   712
  -2.300  0.00725   725
  -2.200  0.00712   712
  -2.100  0.00647   647
  -2.000  0.00720   720
  -1.900  0.00719   719
  -1.800  0.00703   703
  -1.700  0.00698   698
  -1.600  0.00670   670
  -1.500  0.00663   663
  -1.400  0.00727   727
  -1.300  0.00703   703
  -1.200  0.00673   673
  -1.100  0.00715   715
  -1.000  0.00727   727
  -0.900  0.00702   702
  -0.800  0.00746   746
  -0.700  0.00687   687
  -0.600  0.00668   668
  -0.500  0.00718   718
  -0.400  0.00678   678
  -0.300  0.00709   709
  -0.200  0.00692   692
  -0.100  0.00700   700
   0.000  0.00712   712
   0.100  0.00701   701
   0.200  0.00716   716
   0.300  0.00665   665
   0.400  0.00658   658
   0.500  0.00690   690
   0.600  0.00661   661
   0.700  0.00660   660
   0.800  0.00689   689
   0.900  0.00717   717
   1.000  0.00720   720
   1.100  0.00674   674
   1.200  0.00743   743
   1.300  0.00618   618
   1.400  0.00676   676
   1.500  0.00710   710
   1.600  0.00699   699
   1.700  0.00688   688
   1.800  0.00700   700
   1.900  0.00722   722
   2.000  0.00703   703
   2.100  0.00662   662
   2.200  0.00709   709
   2.300  0.00685   685
   2.400  0.00715   715
   2.500  0.00636   636
   2.600  0.00729   729
   2.700  0.00686   686
   2.800  0.00648   648
   2.900  0.00695   695
   3.000  0.00708   708
   3.100  0.00718   718
   3.200  0.00721   721
   3.300  0.00680   680
   3.400  0.00702   702
   3.500  0.00725   725
   3.600  0.00738   738
   3.700  0.00664   664
   3.800  0.00755   755
   3.900  0.00688   688
   4.000  0.00724   724
   4.100  0.00717   717
   4.200  0.00716   716
   4.300  0.00679   679
   4.400  0.00663   663
   4.500  0.00695   695
   4.600  0.00728   728
   4.700  0.00685   685
   4.800  0.00712   712
   4.900  0.00664   664
